timestamp,machine_id,temperature,vibration,pressure,humidity,anomaly,anomaly_type
2026-02-24 09:49:01,0,46.36517,0.521032,101.32313,29.634815,0,none
2026-02-24 09:16:24,4,53.821361,0.542778,101.303421,30.690912,0,none
2026-02-24 09:10:59,1,57.718331,0.582325,101.225052,31.567414,1,stuck
2026-02-24 09:45:33,3,51.131259,0.535312,101.351676,30.215356,0,none
2026-02-24 09:05:52,2,48.60638,0.502166,101.348309,30.310349,0,none
2026-02-24 10:02:11,2,49.507319,0.51643,101.362295,31.151428,0,none
2026-02-24 09:37:44,1,51.609638,0.597912,101.219911,31.799605,0,none
2026-02-24 09:35:55,1,52.223763,0.575531,101.23213,31.418549,0,none
2026-02-24 10:06:00,0,44.824384,0.517138,101.383491,28.792759,0,none
2026-02-24 09:14:45,1,52.149703,0.566435,101.219283,32.013898,0,none
2026-02-24 09:05:32,4,53.023591,0.523863,101.31512,30.67786,0,none
2026-02-24 08:53:10,2,48.665277,0.533663,101.346789,30.816923,0,none
2026-02-24 09:35:33,4,53.9201,0.536546,101.253986,30.773704,0,none
2026-02-24 09:03:39,4,52.646528,0.510918,101.285318,30.597183,0,none
2026-02-24 10:00:06,1,52.100782,0.570626,101.208439,30.484758,0,none
2026-02-24 09:47:48,2,48.273879,0.497213,101.319776,31.017818,0,none
2026-02-24 08:44:59,1,52.247253,0.595536,101.218273,31.783397,0,none
2026-02-24 10:03:36,4,52.458909,0.530719,101.27809,31.407274,0,none
2026-02-24 09:12:59,3,51.767874,0.552849,101.405179,29.823106,0,none
2026-02-24 09:46:52,4,52.697255,0.534043,101.291509,31.553809,0,none
2026-02-24 08:34:51,3,57.152009,0.531377,101.368344,29.634153,1,stuck
2026-02-24 09:56:31,0,45.538163,0.511656,101.335172,29.133127,0,none
2026-02-24 09:05:04,1,51.966729,0.599794,101.248567,31.594989,0,none
2026-02-24 09:06:11,0,45.826411,0.514647,101.332777,28.721942,0,none
2026-02-24 09:56:56,3,51.967479,0.494443,101.350914,29.668191,0,none
2026-02-24 09:44:55,3,51.863676,0.528813,101.376883,30.658162,0,none
2026-02-24 09:21:05,2,49.647861,0.486072,101.366848,30.373857,0,none
2026-02-24 08:30:56,0,46.153404,0.490252,101.340911,29.138028,0,none
2026-02-24 09:23:21,0,46.047188,0.493144,101.369416,28.019836,0,none
2026-02-24 09:10:16,2,49.331654,0.47687,101.35986,29.791082,0,none
2026-02-24 09:33:10,2,50.174892,0.47166,101.374187,30.256983,0,none
2026-02-24 09:18:29,4,52.530207,0.489029,101.287846,30.169219,0,none
2026-02-24 09:02:50,2,49.34018,0.51008,101.366047,31.201706,0,none
2026-02-24 09:01:47,3,53.183961,0.495652,101.334925,29.879787,0,none
2026-02-24 08:47:07,3,52.166132,0.513097,101.367786,28.988013,0,none
2026-02-24 09:38:39,3,58.608022,0.704687,101.334358,29.157313,1,drift
2026-02-24 10:10:19,4,53.3064,0.516952,101.327117,31.10601,0,none
2026-02-24 09:19:58,4,53.921676,0.555046,101.278326,30.986068,0,none
2026-02-24 09:56:22,4,53.378718,0.524054,101.294618,30.713305,0,none
2026-02-24 09:44:42,1,57.978227,0.722959,101.220896,30.312757,1,drift
2026-02-24 08:37:39,2,49.297266,0.535589,101.402116,30.632715,0,none
2026-02-24 09:31:58,2,49.602438,0.489625,101.337226,30.299369,0,none
2026-02-24 09:18:34,3,56.98289,0.531377,101.396469,30.684096,1,stuck
2026-02-24 08:31:51,1,51.903207,0.580566,101.225804,30.367056,0,none
2026-02-24 09:45:52,2,48.361498,0.488245,101.337102,30.585027,0,none
2026-02-24 09:52:54,2,49.869597,0.492801,101.356766,30.751584,0,none
2026-02-24 09:37:08,3,51.536639,0.516341,101.389101,29.770942,0,none
2026-02-24 10:07:57,0,45.938292,0.513105,101.375631,28.320921,0,none
2026-02-24 08:45:57,4,53.019819,0.509604,101.282284,30.811823,0,none
2026-02-24 09:51:08,4,53.735363,0.499758,101.28789,31.063399,0,none
2026-02-24 09:11:10,1,51.673444,0.56853,101.206356,31.136548,0,none
2026-02-24 09:00:40,2,49.137206,0.506697,101.352836,30.306415,0,none
2026-02-24 08:42:49,3,52.16885,0.538194,101.355555,29.752617,0,none
2026-02-24 08:59:47,4,53.091266,0.513424,101.251302,30.871982,0,none
2026-02-24 10:02:26,2,48.652565,0.499275,101.359648,30.177483,0,none
2026-02-24 10:08:52,4,53.098168,0.523483,101.296797,29.445211,0,none
2026-02-24 09:31:47,1,52.173791,0.618034,101.228243,31.37329,0,none
2026-02-24 09:18:12,1,52.706506,0.565873,101.185941,31.049843,0,none
2026-02-24 09:38:14,2,48.997914,0.515273,101.355103,29.884227,0,none
2026-02-24 09:57:57,1,51.826794,0.592394,101.256604,30.846462,0,none
2026-02-24 09:47:06,0,46.587573,0.527091,101.337027,28.121508,0,none
2026-02-24 09:49:03,1,52.889589,0.554387,101.229134,30.544763,0,none
2026-02-24 09:48:22,2,49.475266,0.499766,101.364054,31.460351,0,none
2026-02-24 09:47:28,0,46.315598,0.505353,101.348324,29.559822,0,none
2026-02-24 09:56:15,0,45.638512,0.498391,101.351954,29.352292,0,none
2026-02-24 09:05:29,2,48.020568,0.503658,101.311936,30.578824,0,none
2026-02-24 09:19:15,4,52.595213,0.542297,101.2624,31.06378,0,none
2026-02-24 08:30:15,1,51.548108,0.58552,101.224144,30.600629,0,none
2026-02-24 09:40:00,3,51.667682,0.524222,101.407188,30.158896,0,none
2026-02-24 09:11:40,0,45.551157,0.498509,101.346706,28.765996,0,none
2026-02-24 09:16:10,4,53.005615,0.530858,101.284752,30.024711,0,none
2026-02-24 09:46:20,1,51.926178,0.591723,101.25522,31.291629,0,none
2026-02-24 09:02:15,1,52.196947,0.57697,101.217885,31.376864,0,none
2026-02-24 09:06:00,1,53.026193,0.57292,101.209476,30.962661,0,none
2026-02-24 09:38:14,4,53.85437,0.495153,101.277597,30.611387,0,none
2026-02-24 08:53:52,0,46.656624,0.471589,101.323344,29.385915,0,none
2026-02-24 08:52:04,1,55.765145,0.582325,101.217381,30.204139,1,stuck
2026-02-24 09:55:05,4,53.677881,0.503167,101.303122,30.077731,0,none
2026-02-24 08:41:34,0,46.1668,0.504997,101.372615,30.43048,0,none
2026-02-24 09:39:58,2,49.246169,0.505085,101.363109,31.55952,0,none
2026-02-24 09:29:52,2,49.446932,0.494315,101.35639,30.892802,0,none
2026-02-24 09:46:38,2,55.410532,0.601434,101.351482,30.364149,1,drift
2026-02-24 09:59:59,0,46.220823,0.521997,101.361525,28.944521,0,none
2026-02-24 08:38:41,3,56.500512,0.531377,101.352097,29.162682,1,stuck
2026-02-24 09:28:33,3,52.151462,0.532719,101.36394,29.712083,0,none
2026-02-24 09:26:38,2,54.956308,0.668952,101.356891,30.675931,1,drift
2026-02-24 08:47:12,0,45.878603,0.518431,101.31852,28.813097,0,none
2026-02-24 09:42:41,1,52.308345,0.600529,101.205457,31.352311,0,none
2026-02-24 10:01:47,2,48.540011,0.52753,101.328115,30.348166,0,none
2026-02-24 09:11:25,4,53.29625,0.508683,101.284082,30.495617,0,none
2026-02-24 08:40:58,3,52.17235,0.556324,101.369764,29.8192,0,none
2026-02-24 08:31:13,2,48.033272,0.479377,101.342288,31.218998,0,none
2026-02-24 10:02:42,3,51.294619,0.520092,101.362952,29.979128,0,none
2026-02-24 08:39:56,0,45.656542,0.543791,101.338087,29.531355,0,none
2026-02-24 09:37:52,2,53.469111,0.497706,101.386669,30.974668,1,stuck
2026-02-24 09:04:15,3,51.891893,0.527499,101.388103,29.682038,0,none
2026-02-24 09:02:57,0,46.022599,0.551322,101.338898,28.295678,0,none
2026-02-24 08:50:54,4,52.954625,0.527704,101.288028,29.630009,0,none
2026-02-24 09:01:19,1,52.245423,0.53998,101.269957,30.906536,0,none
2026-02-24 09:53:28,3,52.132148,0.516805,101.366439,30.131142,0,none
2026-02-24 09:25:28,2,49.192105,0.469807,101.348405,30.977831,0,none
2026-02-24 08:30:46,0,45.396726,0.494133,101.314501,28.483947,0,none
2026-02-24 09:53:25,4,53.372921,0.503527,101.26384,30.875481,0,none
2026-02-24 08:33:30,1,51.697868,0.617416,101.251291,29.466419,0,none
2026-02-24 10:02:41,4,53.060661,0.523439,101.243212,30.699191,0,none
2026-02-24 08:53:07,1,52.617927,0.585811,101.235608,30.880338,0,none
2026-02-24 08:35:01,1,51.663611,0.594885,101.223508,31.139448,0,none
2026-02-24 08:52:37,1,52.696758,0.600683,101.228454,31.428001,0,none
2026-02-24 08:49:05,1,52.933052,0.604509,101.231231,31.658714,0,none
2026-02-24 09:45:15,3,52.549713,0.524942,101.38696,30.463643,0,none
2026-02-24 09:42:28,2,49.271753,0.509457,101.297482,30.761895,0,none
2026-02-24 09:50:41,0,45.156061,0.486612,101.331604,28.642629,0,none
2026-02-24 09:20:53,3,56.622776,0.531377,101.370735,29.506772,1,stuck
2026-02-24 09:44:12,3,51.303673,0.522454,101.376213,29.426509,0,none
2026-02-24 08:51:29,4,52.730057,0.506522,101.265497,30.625183,0,none
2026-02-24 10:03:22,0,46.21146,0.52369,101.328623,28.321695,0,none
2026-02-24 08:48:41,0,45.482291,0.471986,101.34834,28.965214,0,none
2026-02-24 09:37:33,2,50.522468,0.471493,101.37405,30.838784,0,none
2026-02-24 10:00:23,3,51.775312,0.529386,101.36271,29.643148,0,none
2026-02-24 09:11:13,0,45.957454,0.496544,101.33082,29.063475,0,none
2026-02-24 09:09:05,4,52.745856,0.512929,101.279181,30.722482,0,none
2026-02-24 08:36:36,0,44.81927,0.485534,101.367047,28.876307,0,none
2026-02-24 09:04:49,3,52.865842,0.52609,101.404365,30.827337,0,none
2026-02-24 09:33:58,0,45.758357,0.499167,101.342559,28.928556,0,none
2026-02-24 08:39:02,2,49.264769,0.544602,101.36283,29.433954,0,none
2026-02-24 09:03:11,3,52.592096,0.506884,101.351,29.797583,0,none
2026-02-24 09:59:21,1,52.320182,0.596426,101.25664,30.770705,0,none
2026-02-24 08:46:53,4,57.967482,0.525835,101.257338,29.858208,1,stuck
2026-02-24 10:05:56,3,52.488981,0.52653,101.388092,30.455655,0,none
2026-02-24 09:33:04,2,49.278602,0.502137,101.366658,30.101057,0,none
2026-02-24 10:05:08,2,48.792549,0.483526,101.338143,30.214262,0,none
2026-02-24 09:20:41,0,45.912742,0.501846,101.341198,28.279507,0,none
2026-02-24 09:52:40,2,49.021813,0.534866,101.363985,30.763972,0,none
2026-02-24 09:32:52,0,46.448536,0.519824,101.351424,29.695037,0,none
2026-02-24 09:45:16,0,45.516079,0.540805,101.33348,28.92289,0,none
2026-02-24 09:05:50,1,57.599398,0.76046,101.280067,30.948073,1,drift
2026-02-24 09:52:41,4,52.732881,0.54309,101.288475,30.378326,0,none
2026-02-24 08:36:24,2,49.188904,0.500286,101.355463,30.725609,0,none
2026-02-24 09:06:55,4,58.662768,0.525835,101.274253,30.167821,1,stuck
2026-02-24 08:49:49,0,46.015163,0.527489,101.325834,29.093203,0,none
2026-02-24 10:01:32,0,45.418272,0.520373,101.305198,28.684207,0,none
2026-02-24 08:55:08,2,48.94165,0.51516,101.32769,29.819315,0,none
2026-02-24 09:35:46,2,47.850349,0.52668,101.336719,30.397183,0,none
2026-02-24 09:45:28,1,52.527506,0.587739,101.256271,30.907521,0,none
2026-02-24 09:01:03,2,48.595603,0.473412,101.350377,30.149414,0,none
2026-02-24 09:42:12,0,46.193703,0.53785,101.355154,29.193995,0,none
2026-02-24 09:26:15,4,52.381282,0.522561,101.266032,31.392569,0,none
2026-02-24 10:04:30,4,52.956574,0.523069,101.292086,29.976358,0,none
2026-02-24 09:07:54,0,55.138154,0.634456,101.337728,28.64875,1,drift
2026-02-24 09:45:35,2,49.061696,0.485098,101.34884,30.691699,0,none
2026-02-24 09:38:30,0,45.173765,0.536929,101.362267,28.535032,0,none
2026-02-24 09:15:52,2,49.026572,0.496258,101.3647,30.50639,0,none
2026-02-24 08:49:22,1,52.564094,0.585458,101.222087,29.795491,0,none
2026-02-24 09:56:39,3,51.560191,0.5552,101.376265,29.063904,0,none
2026-02-24 10:06:54,4,52.841687,0.551439,101.259084,30.456549,0,none
2026-02-24 09:35:11,2,48.539873,0.453309,101.365939,30.651846,0,none
2026-02-24 09:27:44,2,48.61326,0.49012,101.347592,30.371531,0,none
2026-02-24 10:11:15,3,51.37277,0.550018,101.330679,30.26131,0,none
2026-02-24 08:56:52,1,51.888559,0.572123,101.225798,31.312809,0,none
2026-02-24 10:00:10,0,46.053874,0.522791,101.355676,28.041057,0,none
2026-02-24 09:24:34,0,45.643682,0.53396,101.355002,28.407784,0,none
2026-02-24 09:40:59,1,56.199647,0.582325,101.223486,30.98529,1,stuck
2026-02-24 09:01:17,2,49.084685,0.481156,101.361034,30.429934,0,none
2026-02-24 10:08:26,3,52.2633,0.527033,101.358276,30.115181,0,none
2026-02-24 09:06:32,2,49.96829,0.497325,101.34653,30.256287,0,none
2026-02-24 09:10:29,3,51.746867,0.539304,101.361114,30.561946,0,none
2026-02-24 08:46:11,0,45.971742,0.546076,101.345069,28.230891,0,none
2026-02-24 09:22:27,3,51.7381,0.54051,101.33197,29.594936,0,none
2026-02-24 09:50:44,3,51.899848,0.506816,101.403601,30.494566,0,none
2026-02-24 09:03:44,2,48.291643,0.506786,101.342417,30.161276,0,none
2026-02-24 09:18:36,1,59.957834,0.670428,101.239913,30.788947,1,drift
2026-02-24 09:29:11,1,52.230166,0.561096,101.249834,31.541721,0,none
2026-02-24 08:55:40,4,53.505645,0.529224,101.28605,29.94416,0,none
2026-02-24 09:11:25,3,51.88113,0.532364,101.382076,29.7812,0,none
2026-02-24 09:49:19,2,48.558281,0.489551,101.353871,30.678753,0,none
2026-02-24 09:28:52,3,52.301437,0.549564,101.370173,29.57374,0,none
2026-02-24 09:27:25,2,49.1006,0.465346,101.333324,30.736805,0,none
2026-02-24 09:57:04,4,53.045376,0.470729,101.247116,30.786917,0,none
2026-02-24 09:43:21,1,52.191872,0.599499,101.215842,31.136388,0,none
2026-02-24 09:39:33,0,46.565322,0.49672,101.359967,28.898793,0,none
2026-02-24 09:11:43,4,52.560526,0.51266,101.274183,30.858413,0,none
2026-02-24 10:08:47,3,51.775161,0.565478,101.336314,29.775928,0,none
2026-02-24 09:28:37,2,49.009092,0.514877,101.37377,29.807522,0,none
2026-02-24 09:19:46,0,45.340532,0.536814,101.376492,28.809241,0,none
2026-02-24 08:32:09,0,46.241068,0.503022,101.301705,29.520522,0,none
2026-02-24 09:43:36,4,53.496196,0.501192,101.28542,30.61,0,none
2026-02-24 08:57:36,0,44.485962,0.504786,101.379225,28.947973,0,none
2026-02-24 08:44:23,2,48.542155,0.496873,101.344256,30.339716,0,none
2026-02-24 09:45:51,4,52.640156,0.538396,101.288908,29.805864,0,none
2026-02-24 09:43:17,0,46.493261,0.48916,101.362673,29.248538,0,none
2026-02-24 09:16:43,1,51.888817,0.596994,101.214916,31.639164,0,none
2026-02-24 08:53:47,3,51.604328,0.542453,101.358303,29.542712,0,none
2026-02-24 09:44:58,1,52.425431,0.583307,101.208353,30.529653,0,none
2026-02-24 09:53:55,4,52.618819,0.534514,101.275389,30.847605,0,none
2026-02-24 09:21:39,3,51.674896,0.53047,101.34095,29.675435,0,none
2026-02-24 10:08:02,4,52.400325,0.534301,101.276965,32.157234,0,none
2026-02-24 08:31:14,3,51.221471,0.537729,101.354719,29.762617,0,none
2026-02-24 08:53:40,0,46.436418,0.493987,101.347679,28.819906,0,none
2026-02-24 09:13:09,1,55.339463,0.582325,101.222242,30.960374,1,stuck
2026-02-24 09:31:52,2,49.033244,0.46645,101.339748,29.94991,0,none
2026-02-24 08:34:20,4,59.798022,0.696941,101.25575,30.552389,1,drift
2026-02-24 09:19:46,3,51.907021,0.524553,101.377003,30.203734,0,none
2026-02-24 08:50:45,3,52.542919,0.520071,101.386196,29.851328,0,none
